order_id,timestamp,user_id,order_type,subtotal,tip,total
6d2abe,2022-06-18 18:22:43,,onsite,16.97,2.55,19.52
f2d7a4,2022-06-18 18:24:51,222dd6,onsite,11.27,1.7,12.97
6c31dd,2022-06-18 18:30:32,2d851b,onsite,18.25,2.74,20.99
b73177,2022-06-18 18:41:13,,onsite,40.21,6.04,46.25
2a5e51,2022-06-18 18:44:04,5156ed,delivery,11.97,1.8,13.77
e76dd9,2022-06-18 18:46:46,,carryout,13.97,0,13.97
63afaa,2022-06-18 18:54:19,5e6280,carryout,15.27,2.3,17.57
ec3051,2022-06-18 19:01:07,,onsite,42.41,6.37,48.78
f0b48e,2022-06-18 19:01:19,578c0d,carryout,19.96,3.0,22.96
eaf8c2,2022-06-18 19:06:44,d3041a,carryout,9.98,1.5,11.48
ae03a2,2022-06-18 19:18:44,50e1ba,delivery,15.77,2.37,18.14
975cec,2022-06-18 19:20:37,,onsite,53.48,0,53.48
311760,2022-06-18 19:23:37,ff0f3a,delivery,9.28,1.4,10.68
e63be2,2022-06-18 19:27:16,362741,onsite,12.27,1.85,14.12
9c9c0d,2022-06-18 19:58:05,,onsite,41.91,6.29,48.20
572863,2022-06-18 20:15:01,,onsite,44.32,0,44.32
967a5f,2022-06-19 11:13:06,,onsite,13.77,0,13.77
6dc9dc,2022-06-19 11:18:51,,carryout,14.77,2.22,16.99
9b99f7,2022-06-19 11:25:39,458307,onsite,11.77,0,11.77
037254,2022-06-19 11:32:54,,onsite,7.98,1.2,9.18
7fdef3,2022-06-19 11:41:31,,carryout,40.51,6.08,46.59
c811c1,2022-06-19 11:47:12,,carryout,12.27,1.85,14.12
ba42a0,2022-06-19 11:57:10,554d2c,delivery,44.00,6.61,50.61
91be30,2022-06-19 12:35:03,,onsite,45.22,0,45.22
e99933,2022-06-19 12:36:46,,carryout,14.97,0,14.97
eb6c3b,2022-06-19 12:45:10,155f91,delivery,10.97,1.65,12.62
cc0e89,2022-06-19 12:50:45,7d2e24,delivery,32.03,4.81,36.84
07fb4c,2022-06-19 12:51:10,ac3f71,carryout,14.97,0,14.97
534fb2,2022-06-19 12:52:58,,onsite,11.77,1.77,13.54
0c6cd5,2022-06-19 13:01:33,,onsite,9.78,1.47,11.25
6e918d,2022-06-19 13:25:40,,delivery,23.46,3.52,26.98
d97038,2022-06-19 13:31:13,,carryout,13.47,0,13.47
0c4bbd,2022-06-19 13:36:05,,onsite,12.47,1.88,14.35
bde13a,2022-06-19 13:36:47,,carryout,10.97,1.65,12.62
c71a56,2022-06-19 13:53:32,118f55,carryout,11.27,1.7,12.97
9b091f,2022-06-19 13:55:09,,carryout,14.97,2.25,17.22
26803c,2022-06-19 14:12:14,,onsite,13.27,2.0,15.27
07e1a7,2022-06-19 14:27:10,7e5ae2,onsite,12.77,0,12.77
67833b,2022-06-19 14:35:15,,delivery,29.75,4.47,34.22
cb171d,2022-06-19 14:39:12,,delivery,32.93,4.94,37.87
6e1a49,2022-06-19 14:45:15,b6f7ae,carryout,13.07,0,13.07
b8adeb,2022-06-19 14:47:03,,carryout,23.45,3.52,26.97
398642,2022-06-19 15:07:43,,onsite,19.26,2.89,22.15
84ad80,2022-06-19 15:15:10,,carryout,19.98,3.0,22.98
cde5d4,2022-06-19 15:28:21,,carryout,38.11,5.72,43.83
dad1d6,2022-06-19 15:44:12,,delivery,12.98,1.95,14.93
86ab28,2022-06-19 15:44:55,4dbe6d,carryout,31.74,4.77,36.51
846129,2022-06-19 16:14:21,,onsite,13.07,0,13.07
1544b9,2022-06-19 16:19:29,0cc681,carryout,10.77,0,10.77
e57128,2022-06-19 17:10:32,,onsite,15.97,2.4,18.37
5b38b2,2022-06-19 17:17:42,9d8d19,carryout,11.27,0,11.27
2235e0,2022-06-19 17:31:18,7fdcb3,delivery,33.53,0,33.53
4407e9,2022-06-19 17:49:58,,onsite,13.07,0,13.07
be7ec4,2022-06-19 17:52:49,d06f48,onsite,11.77,0,11.77
415681,2022-06-19 17:54:15,f2caab,delivery,17.06,2.56,19.62
f8ba9c,2022-06-19 18:17:08,,carryout,25.95,0,25.95
623147,2022-06-19 18:32:24,0eb70e,delivery,72.22,0,72.22
337b5f,2022-06-19 18:34:54,,delivery,51.18,7.68,58.86
20b37c,2022-06-19 19:14:11,2ed2b4,onsite,9.48,1.43,10.91
5248c3,2022-06-19 19:16:27,2f6726,carryout,10.97,1.65,12.62
4c490b,2022-06-19 19:20:03,,onsite,7.98,0,7.98
8afb32,2022-06-19 19:23:04,2567d4,carryout,15.97,0,15.97
26242a,2022-06-19 19:32:53,,carryout,13.97,0,13.97
a863df,2022-06-19 19:46:56,,carryout,13.97,2.1,16.07
29d474,2022-06-20 11:01:09,a6c395,delivery,19.26,2.89,22.15
134ad0,2022-06-20 11:33:20,27c59c,carryout,6.98,0,6.98
2f3c73,2022-06-20 11:39:29,,onsite,13.97,2.1,16.07
b536d9,2022-06-20 11:56:28,,carryout,14.27,0,14.27
d47435,2022-06-20 11:59:58,343e4d,onsite,12.57,1.89,14.46
ad59c9,2022-06-20 12:04:10,,carryout,45.91,0,45.91
111a08,2022-06-20 12:04:19,c86d4e,onsite,17.95,0,17.95
df6e35,2022-06-20 12:23:08,,onsite,15.77,0,15.77
58ad93,2022-06-20 12:24:26,863354,delivery,6.98,0,6.98
8f1d97,2022-06-20 12:29:24,,carryout,8.98,0,8.98
798f1d,2022-06-20 12:37:46,,onsite,9.97,0,9.97
1d6952,2022-06-20 12:42:06,b35711,delivery,8.98,1.35,10.33
40f5d4,2022-06-20 12:47:48,,carryout,23.75,0,23.75
b48d21,2022-06-20 12:52:31,59a6d6,delivery,9.78,0,9.78
6c56bc,2022-06-20 12:57:02,778e1c,onsite,23.25,3.49,26.74
ab05d8,2022-06-20 12:58:40,364e7b,delivery,13.97,0,13.97
d897ad,2022-06-20 13:02:43,2cb4a1,delivery,14.97,2.25,17.22
607db5,2022-06-20 13:11:43,,onsite,39.71,5.96,45.67
978d34,2022-06-20 13:14:14,,onsite,11.97,1.8,13.77
3086a1,2022-06-20 13:33:00,4ae127,onsite,40.02,0,40.02
df9abf,2022-06-20 13:34:26,,onsite,48.10,0,48.10
c0af17,2022-06-20 13:36:59,,carryout,18.75,2.82,21.57
3ece9e,2022-06-20 13:43:39,,carryout,11.77,0,11.77
b73364,2022-06-20 13:45:15,,carryout,7.78,1.17,8.95
499262,2022-06-20 13:50:27,,onsite,45.70,0,45.70
a45832,2022-06-20 13:52:30,,onsite,11.77,0,11.77
115649,2022-06-20 14:20:06,b8856e,onsite,8.98,1.35,10.33
b726e1,2022-06-20 14:24:22,,carryout,15.27,2.3,17.57
310bc4,2022-06-20 14:39:35,697acb,delivery,9.77,0,9.77
09efa6,2022-06-20 14:51:33,,onsite,35.72,5.36,41.08
eb4e79,2022-06-20 14:58:09,697580,onsite,38.51,5.78,44.29
8de3b3,2022-06-20 15:12:02,,delivery,12.47,0,12.47
705938,2022-06-20 15:31:29,82e7f5,delivery,9.48,1.43,10.91
693f7e,2022-06-20 15:45:44,,carryout,10.48,1.58,12.06
924f10,2022-06-20 16:07:16,,onsite,23.45,3.52,26.97
5cd334,2022-06-20 16:19:32,,carryout,20.45,3.07,23.52
4e084b,2022-06-20 16:25:32,,carryout,11.47,1.73,13.20
bbbd44,2022-06-20 16:26:43,,onsite,10.48,1.58,12.06
711a4c,2022-06-20 16:35:15,9c5def,delivery,19.96,0,19.96
72ef9e,2022-06-20 16:42:38,,carryout,11.47,0,11.47
3b7df5,2022-06-20 16:49:29,e6e9ac,delivery,9.48,1.43,10.91
e42ebf,2022-06-20 16:56:08,,onsite,9.97,1.5,11.47
8a11a6,2022-06-20 17:01:19,23b3a1,carryout,9.97,0,9.97
e776a3,2022-06-20 17:06:20,5948f1,delivery,10.97,1.65,12.62
e21a0c,2022-06-20 17:08:48,e0ac2b,onsite,13.27,0,13.27
76f975,2022-06-20 17:28:35,,carryout,19.05,2.86,21.91
338aeb,2022-06-20 17:33:03,488f92,onsite,20.76,0,20.76
d10e07,2022-06-20 17:35:09,,carryout,12.77,1.92,14.69
c41965,2022-06-20 17:36:45,8588ef,carryout,9.77,0,9.77
1c6217,2022-06-20 18:01:22,c43561,carryout,8.97,1.35,10.32
25b2e9,2022-06-20 18:06:43,,onsite,11.97,1.8,13.77
d56f3f,2022-06-20 18:17:48,,onsite,12.47,0,12.47
a99572,2022-06-20 18:19:01,,carryout,61.46,9.22,70.68
3678d3,2022-06-20 18:23:54,ffee6c,onsite,9.97,0,9.97
47b835,2022-06-20 18:25:00,0bee58,onsite,13.97,0,13.97
451767,2022-06-20 18:37:07,f8dc92,carryout,12.77,0,12.77
7a6901,2022-06-20 18:39:09,4aa1d1,carryout,7.98,1.2,9.18
f28e91,2022-06-20 18:43:44,3efe2c,onsite,41.71,6.26,47.97
92c114,2022-06-20 18:49:58,,onsite,12.47,0,12.47
f23850,2022-06-20 18:55:09,661dc7,delivery,11.47,0,11.47
6c42b0,2022-06-20 18:56:01,,onsite,16.77,0,16.77
0506d9,2022-06-20 18:56:12,c6ac7f,delivery,14.97,0,14.97
f2d11b,2022-06-20 19:21:02,,carryout,44.21,6.64,50.85
c7f63a,2022-06-20 19:22:35,69ae7e,carryout,9.77,1.47,11.24
bb0810,2022-06-20 19:24:43,bdd7aa,carryout,16.07,2.42,18.49
39768c,2022-06-20 19:29:28,3a2ba5,carryout,15.27,0,15.27
eb4d04,2022-06-20 19:34:45,,onsite,14.97,0,14.97
6c8be0,2022-06-20 19:34:53,d4541a,delivery,12.47,0,12.47
b1b547,2022-06-20 19:36:03,,carryout,31.04,0,31.04
c46c1a,2022-06-20 19:44:12,,carryout,13.78,2.07,15.85
a121bd,2022-06-20 19:54:54,a829c3,carryout,55.49,8.33,63.82
be5dc7,2022-06-20 20:10:59,,onsite,7.98,0,7.98
7b85cb,2022-06-20 20:22:31,,onsite,18.76,2.82,21.58
c845f7,2022-06-21 11:02:18,fe3f62,onsite,12.27,1.85,14.12
9d4119,2022-06-21 11:14:06,a1284e,onsite,44.00,6.61,50.61
c5d9ae,2022-06-21 11:15:57,c6f8d6,carryout,11.78,1.77,13.55
9e3886,2022-06-21 11:27:25,,carryout,14.27,0,14.27
d08636,2022-06-21 11:33:31,e3546e,onsite,16.46,2.47,18.93
77f858,2022-06-21 11:42:36,7c24bb,onsite,27.04,4.06,31.10
39d520,2022-06-21 11:43:21,,carryout,40.21,0,40.21
a825a8,2022-06-21 11:46:35,,onsite,32.73,4.91,37.64
79e3c3,2022-06-21 11:46:46,8543ab,onsite,22.25,0,22.25
029b38,2022-06-21 11:50:32,,onsite,14.97,2.25,17.22
e32b9b,2022-06-21 11:52:49,,onsite,15.77,0,15.77
3a8120,2022-06-21 12:04:25,,carryout,15.97,2.4,18.37
517e3f,2022-06-21 12:05:21,,onsite,12.27,1.85,14.12
57611d,2022-06-21 12:12:15,,onsite,68.65,10.3,78.95
d8caa8,2022-06-21 12:16:10,,carryout,17.26,2.59,19.85
e86da4,2022-06-21 12:18:03,3aeb9b,carryout,26.95,0,26.95
1948a4,2022-06-21 12:22:19,cc6864,onsite,24.45,3.67,28.12
08bf78,2022-06-21 12:22:35,439e8c,delivery,48.79,0,48.79
0ace22,2022-06-21 12:30:40,,onsite,14.97,0,14.97
215d97,2022-06-21 12:30:42,6783f2,carryout,9.97,1.5,11.47
356006,2022-06-21 12:59:03,7980d0,carryout,17.07,2.57,19.64
620bfa,2022-06-21 13:13:50,a97a79,delivery,11.77,1.77,13.54
157f8d,2022-06-21 13:32:16,,carryout,9.77,0,9.77
0ef138,2022-06-21 13:35:27,d3041a,carryout,12.97,1.95,14.92
1ce10a,2022-06-21 13:40:30,,delivery,35.44,5.32,40.76
131c3b,2022-06-21 13:43:05,ebf2f0,delivery,11.27,0,11.27
a46a03,2022-06-21 13:50:47,c57d8b,carryout,19.96,0,19.96
70fa6f,2022-06-21 13:52:07,,onsite,38.03,5.71,43.74
7f0d8a,2022-06-21 14:03:44,009186,onsite,11.27,1.7,12.97
4db106,2022-06-21 14:49:02,,onsite,14.97,0,14.97
8c7336,2022-06-21 15:01:18,a09425,carryout,12.47,1.88,14.35
619b25,2022-06-21 15:17:02,b53279,onsite,36.73,5.51,42.24
a91f4a,2022-06-21 16:06:47,db7ac0,carryout,12.27,0,12.27
a85acf,2022-06-21 16:14:58,,carryout,11.47,0,11.47
16120d,2022-06-21 16:18:58,aac1ad,onsite,16.75,0,16.75
ff0443,2022-06-21 16:33:43,333832,delivery,24.25,0,24.25
448fb4,2022-06-21 16:41:23,2040e7,carryout,43.01,0,43.01
46605a,2022-06-21 16:57:17,032750,delivery,27.75,0,27.75
8209a6,2022-06-21 17:13:44,846aff,delivery,15.57,2.34,17.91
0719f2,2022-06-21 17:21:37,8fdb5c,carryout,14.27,2.15,16.42
781fb2,2022-06-21 17:27:52,,carryout,21.26,3.19,24.45
6f6747,2022-06-21 17:27:57,,onsite,13.77,0,13.77
2713dc,2022-06-21 17:28:00,0711f6,delivery,12.57,1.89,14.46
9c7284,2022-06-21 17:28:24,7327ad,delivery,11.28,0,11.28
bc2361,2022-06-21 17:28:44,,onsite,47.39,7.11,54.50
669351,2022-06-21 17:30:05,fcbb73,delivery,12.57,0,12.57
0b99b0,2022-06-21 17:42:54,b9f0d2,delivery,14.27,0,14.27
402370,2022-06-21 17:43:35,ff0f3a,onsite,10.77,1.62,12.39
3b9b0a,2022-06-21 17:45:23,123828,delivery,8.98,1.35,10.33
3bbeb5,2022-06-21 18:11:17,,onsite,13.97,0,13.97
eeaf34,2022-06-21 18:13:20,,onsite,18.96,0,18.96
d101aa,2022-06-21 18:16:42,5e6280,carryout,17.06,0,17.06
8a2afb,2022-06-21 18:24:37,eff91f,delivery,11.57,0,11.57
618035,2022-06-21 18:25:40,b43801,onsite,34.73,0,34.73
954431,2022-06-21 18:27:44,,onsite,17.76,2.67,20.43
697a30,2022-06-21 18:43:00,3c8fcb,delivery,13.47,0,13.47
2e46c4,2022-06-21 18:46:44,,carryout,54.96,0,54.96
6a3d10,2022-06-21 18:48:49,990026,carryout,8.77,0,8.77
b8b0c3,2022-06-21 18:55:51,,onsite,14.97,2.25,17.22
80fd9a,2022-06-21 18:58:57,,onsite,12.47,1.88,14.35
846b9c,2022-06-21 18:59:23,1fce10,delivery,18.46,0,18.46
f94cdc,2022-06-21 19:00:50,86cd13,delivery,15.97,2.4,18.37
c5d3c8,2022-06-21 19:18:12,,onsite,15.76,0,15.76
0e99be,2022-06-21 19:19:40,5156ed,onsite,11.77,1.77,13.54
d79ae3,2022-06-21 19:38:08,243aae,onsite,14.97,2.25,17.22
df880d,2022-06-21 19:39:06,f12c6b,carryout,15.77,0,15.77
4dc810,2022-06-21 19:40:26,,onsite,10.97,1.65,12.62
53fd14,2022-06-21 19:40:37,539ce0,onsite,14.27,0,14.27
16c53a,2022-06-22 11:06:58,,onsite,22.46,3.37,25.83
5eaa78,2022-06-22 11:29:25,,delivery,18.95,2.85,21.80
a36f0a,2022-06-22 11:30:43,497ae9,onsite,23.75,3.57,27.32
47fb99,2022-06-22 11:45:25,10c17f,carryout,31.73,4.76,36.49
27698c,2022-06-22 11:47:59,,onsite,50.30,0,50.30
b20e20,2022-06-22 11:48:20,,onsite,40.72,0,40.72
314e1c,2022-06-22 11:49:21,f2b0b5,delivery,14.77,2.22,16.99
ca99d8,2022-06-22 12:07:35,0a3ddc,onsite,11.77,1.77,13.54
a0c724,2022-06-22 12:08:01,,onsite,21.45,3.22,24.67
6b5724,2022-06-22 12:15:34,,onsite,13.47,0,13.47
c283b6,2022-06-22 12:19:26,,onsite,13.27,2.0,15.27
84a1f3,2022-06-22 12:29:01,6421ca,onsite,29.53,4.43,33.96
3fbf76,2022-06-22 12:37:11,,carryout,16.76,0,16.76
fc24ff,2022-06-22 12:50:27,5bf758,delivery,11.78,0,11.78
27fdc5,2022-06-22 12:58:41,9e09b0,onsite,15.97,2.4,18.37
656aa9,2022-06-22 12:59:36,,onsite,15.97,0,15.97
72d431,2022-06-22 13:48:42,e8e69d,carryout,15.27,0,15.27
650c65,2022-06-22 13:55:43,dcef49,onsite,12.47,0,12.47
1e4d08,2022-06-22 13:58:33,7bb162,onsite,8.78,0,8.78
f8c264,2022-06-22 14:02:05,1611bd,delivery,53.20,0,53.20
761958,2022-06-22 14:05:38,,carryout,60.66,9.1,69.76
c81449,2022-06-22 14:23:13,df56ae,delivery,62.18,0,62.18
9d9fc3,2022-06-22 14:23:39,,onsite,11.97,1.8,13.77
c85563,2022-06-22 15:02:40,,onsite,27.05,0,27.05
a002ca,2022-06-22 16:36:09,0cc681,onsite,11.77,1.77,13.54
8741c3,2022-06-22 16:52:22,5a3e35,onsite,26.24,0,26.24
5237b3,2022-06-22 16:58:36,,carryout,35.01,0,35.01
dcf443,2022-06-22 17:01:48,50d25e,onsite,16.77,0,16.77
9c4190,2022-06-22 17:18:01,,delivery,12.97,0,12.97
750fd1,2022-06-22 17:24:33,25a27c,delivery,20.45,0,20.45
95aa07,2022-06-22 17:49:28,e019a9,delivery,9.48,0,9.48
92cfcf,2022-06-22 17:55:14,,delivery,24.94,3.75,28.69
545684,2022-06-22 18:02:09,485174,onsite,10.77,1.62,12.39
7b1079,2022-06-22 18:12:20,,onsite,15.27,2.3,17.57
2b1f84,2022-06-22 18:12:57,dcdce8,carryout,9.97,0,9.97
2639c2,2022-06-22 18:23:49,,onsite,11.77,0,11.77
f70ac8,2022-06-22 18:32:59,3a0f4e,carryout,12.47,0,12.47
357b69,2022-06-22 18:42:19,,delivery,10.48,1.58,12.06
f19117,2022-06-22 18:49:32,,onsite,12.57,0,12.57
220795,2022-06-22 19:03:17,bf5ee2,delivery,11.28,1.7,12.98
c6e1c0,2022-06-22 19:03:20,b44769,onsite,21.76,0,21.76
dfd7ea,2022-06-22 19:15:23,c99985,carryout,12.27,1.85,14.12
448474,2022-06-22 19:37:06,043406,onsite,12.97,0,12.97
b4a08d,2022-06-22 19:44:14,c53a51,carryout,12.47,0,12.47
2f1bfd,2022-06-22 19:55:36,028bad,delivery,48.21,0,48.21
e9eba6,2022-06-22 20:14:11,9d8d19,carryout,11.27,1.7,12.97
e50751,2022-06-22 20:14:46,,carryout,13.77,0,13.77
73b4a0,2022-06-23 10:58:51,a6c395,delivery,19.26,2.89,22.15
ed2f97,2022-06-23 11:00:10,,delivery,19.26,2.89,22.15
0c12cd,2022-06-23 11:36:07,,onsite,12.47,1.88,14.35
8daeeb,2022-06-23 11:36:13,,onsite,12.47,1.88,14.35
018692,2022-06-23 11:45:00,,onsite,16.76,2.52,19.28
91b5f9,2022-06-23 11:51:10,222dd6,onsite,10.27,0,10.27
aa93b6,2022-06-23 11:52:56,364e7b,onsite,13.97,2.1,16.07
d72d25,2022-06-23 12:00:42,634d02,carryout,12.47,0,12.47
227a3d,2022-06-23 12:01:20,17ad7e,onsite,24.96,3.75,28.71
286f85,2022-06-23 12:09:42,4da4ed,delivery,10.77,1.62,12.39
1ff3cc,2022-06-23 12:25:27,9233be,carryout,11.97,1.8,13.77
2fc526,2022-06-23 12:28:51,,onsite,7.98,0,7.98
385c1d,2022-06-23 12:29:07,844edd,delivery,15.27,2.3,17.57
6e3bdd,2022-06-23 12:34:58,,onsite,13.56,2.04,15.60
d9a3af,2022-06-23 12:42:58,ab7c7d,carryout,11.57,1.74,13.31
2e2992,2022-06-23 12:45:56,,onsite,14.27,2.15,16.42
0a1171,2022-06-23 12:53:43,,onsite,10.77,1.62,12.39
1f602d,2022-06-23 13:01:56,a6b149,onsite,11.27,0,11.27
dc6dbf,2022-06-23 13:07:41,,onsite,34.22,5.14,39.36
5c06e3,2022-06-23 13:27:53,066e07,carryout,14.76,2.22,16.98
f55ed2,2022-06-23 13:28:28,,onsite,9.78,0,9.78
ee378e,2022-06-23 13:29:31,863354,delivery,8.97,0,8.97
ed2a26,2022-06-23 13:32:25,23b3a1,delivery,9.77,0,9.77
5ee57b,2022-06-23 13:35:05,23c8ee,delivery,11.77,0,11.77
03a011,2022-06-23 13:35:16,8df8c6,carryout,19.75,0,19.75
3efc91,2022-06-23 13:43:34,,carryout,19.55,2.94,22.49
a545f4,2022-06-23 13:46:19,6ee524,onsite,16.46,0,16.46
81b3f1,2022-06-23 13:50:17,,carryout,12.98,0,12.98
d16e7c,2022-06-23 13:53:43,6bf830,delivery,11.47,1.73,13.20
25c5b7,2022-06-23 13:54:35,0bee58,delivery,13.97,2.1,16.07
0b9a59,2022-06-23 13:59:22,,delivery,10.97,0,10.97
49a7a2,2022-06-23 14:06:55,,onsite,10.97,1.65,12.62
90feda,2022-06-23 14:11:17,6ad899,onsite,11.27,1.7,12.97
b025b6,2022-06-23 14:30:54,c97830,onsite,11.97,0,11.97
9e7312,2022-06-23 14:39:46,,delivery,25.55,0,25.55
e8c9ed,2022-06-23 15:01:33,,onsite,16.77,0,16.77
ca1b7a,2022-06-23 15:42:04,d4541a,delivery,12.47,0,12.47
90be9d,2022-06-23 15:44:52,6e4fae,carryout,14.27,0,14.27
f1c77b,2022-06-23 16:03:25,7679ed,onsite,12.47,0,12.47
486bcf,2022-06-23 16:17:27,ff48ae,onsite,11.27,1.7,12.97
6a4d5a,2022-06-23 16:22:19,ac455e,onsite,12.47,0,12.47
0f76b2,2022-06-23 16:29:37,,delivery,11.98,0,11.98
1c28bd,2022-06-23 16:49:27,,onsite,51.70,7.76,59.46
2ee03a,2022-06-23 16:50:27,a829c3,onsite,50.49,7.58,58.07
55764e,2022-06-23 16:55:56,c5fbb0,delivery,24.45,0,24.45
78c83d,2022-06-23 17:00:17,,onsite,13.07,0,13.07
ba6263,2022-06-23 17:05:07,,onsite,9.48,0,9.48
b42377,2022-06-23 17:09:43,,onsite,17.77,0,17.77
99fd3e,2022-06-23 17:20:09,a4b130,onsite,10.77,1.62,12.39
3c18f1,2022-06-23 17:21:57,c45717,onsite,12.47,0,12.47
6be929,2022-06-23 17:25:22,e17aa2,delivery,15.77,2.37,18.14
6d04f3,2022-06-23 17:27:24,578c0d,carryout,15.98,2.4,18.38
8eac0e,2022-06-23 17:29:18,,onsite,22.76,3.42,26.18
9008e6,2022-06-23 17:33:13,6f0e89,carryout,10.97,0,10.97
8bf577,2022-06-23 17:42:43,488f92,carryout,18.26,2.74,21.00
ceb3ba,2022-06-23 17:43:36,,onsite,10.27,1.55,11.82
82e8a5,2022-06-23 17:48:23,,onsite,10.97,0,10.97
d30f64,2022-06-23 17:57:35,,onsite,14.77,0,14.77
48654d,2022-06-23 18:01:04,bdd7aa,delivery,16.07,2.42,18.49
24d6c9,2022-06-23 18:01:55,,carryout,13.47,0,13.47
c02c07,2022-06-23 18:07:45,,delivery,18.26,2.74,21.00
f57852,2022-06-23 18:19:04,569414,onsite,10.48,1.58,12.06
d1de3b,2022-06-23 18:20:31,24c1bd,onsite,5.99,0.9,6.89
c2a1ab,2022-06-23 18:26:55,,onsite,46.00,6.91,52.91
91674c,2022-06-23 18:38:09,3fae61,onsite,15.27,2.3,17.57
efb22a,2022-06-23 18:41:14,3efe2c,delivery,34.02,5.11,39.13
01df4f,2022-06-23 18:41:16,,onsite,14.07,2.12,16.19
dee301,2022-06-23 18:42:10,f92ca7,onsite,33.74,0,33.74
8ba214,2022-06-23 18:54:24,,onsite,7.78,1.17,8.95
a4d344,2022-06-23 18:54:35,9e3008,delivery,21.56,0,21.56
b29412,2022-06-23 19:30:13,b4e428,delivery,12.47,0,12.47
b8ed0d,2022-06-23 19:44:00,72cafb,delivery,10.77,0,10.77
019e8e,2022-06-23 19:45:14,df80c4,delivery,41.43,6.22,47.65
f75ba9,2022-06-23 19:46:36,697acb,delivery,9.77,0,9.77
6c1088,2022-06-23 20:06:52,c16639,onsite,12.27,0,12.27
335a48,2022-06-23 20:21:37,,onsite,34.92,5.24,40.16
9ae55b,2022-06-24 10:57:08,27d2a0,carryout,13.47,2.03,15.50
d2d87f,2022-06-24 11:18:25,06ffda,onsite,10.48,1.58,12.06
14b28a,2022-06-24 11:20:42,,delivery,11.97,0,11.97
833680,2022-06-24 11:24:51,886dfd,carryout,13.57,0,13.57
839ac1,2022-06-24 11:25:02,cb8b47,delivery,12.97,1.95,14.92
e85ea5,2022-06-24 11:36:59,5948f1,carryout,9.97,0,9.97
1b9250,2022-06-24 11:37:46,,carryout,11.28,0,11.28
dead64,2022-06-24 11:42:12,121658,carryout,10.48,1.58,12.06
20e0ea,2022-06-24 11:42:43,,carryout,65.55,0,65.55
3018b0,2022-06-24 11:52:55,,delivery,10.97,0,10.97
08a693,2022-06-24 11:53:32,34309e,delivery,10.77,0,10.77
75620e,2022-06-24 12:01:13,a3a585,delivery,19.25,2.89,22.14
ea0a1e,2022-06-24 12:07:47,458307,carryout,11.77,0,11.77
56edb1,2022-06-24 12:12:01,,onsite,19.45,2.92,22.37
ac8709,2022-06-24 12:14:56,,carryout,40.62,6.1,46.72
208b98,2022-06-24 12:21:11,f8dc92,carryout,12.77,0,12.77
99ba33,2022-06-24 12:27:29,389a39,carryout,10.97,0,10.97
fe2544,2022-06-24 12:38:48,539ce0,onsite,14.77,2.22,16.99
bc4b07,2022-06-24 12:43:24,,onsite,16.96,2.55,19.51
f4aae6,2022-06-24 12:45:26,db25f8,onsite,13.27,0,13.27
30937e,2022-06-24 13:02:48,,onsite,54.99,8.25,63.24
3e0b0b,2022-06-24 13:04:04,,carryout,60.58,9.09,69.67
91e225,2022-06-24 13:11:01,,carryout,16.97,2.55,19.52
908dad,2022-06-24 13:15:41,,delivery,41.99,6.3,48.29
05b6d7,2022-06-24 13:23:20,,onsite,16.07,2.42,18.49
ff9467,2022-06-24 13:26:05,0a6086,delivery,13.47,2.03,15.50
ae0dcf,2022-06-24 13:26:17,,onsite,13.27,0,13.27
774d81,2022-06-24 13:31:10,bd2d3e,carryout,19.45,2.92,22.37
82159b,2022-06-24 13:46:20,,onsite,20.96,0,20.96
f111a1,2022-06-24 13:48:05,a1284e,carryout,44.00,6.61,50.61
4831d8,2022-06-24 14:27:50,949b61,delivery,11.97,1.8,13.77
6b30a8,2022-06-24 14:36:31,,onsite,9.77,1.47,11.24
fb3fd1,2022-06-24 14:39:09,,onsite,12.57,0,12.57
c28a2c,2022-06-24 14:45:12,,carryout,39.73,5.96,45.69
527746,2022-06-24 14:48:54,8543ab,onsite,26.24,0,26.24
7a4b3a,2022-06-24 14:59:39,,onsite,12.77,1.92,14.69
0559c6,2022-06-24 15:12:43,,onsite,7.98,1.2,9.18
444f40,2022-06-24 15:20:48,,carryout,11.98,0,11.98
645d5e,2022-06-24 15:26:13,eaccb6,carryout,51.70,7.76,59.46
19dee3,2022-06-24 15:30:26,5156ed,delivery,8.98,1.35,10.33
3df695,2022-06-24 15:33:33,,onsite,17.46,0,17.46
65b885,2022-06-24 16:02:40,af23fa,carryout,11.47,0,11.47
ecec4b,2022-06-24 16:05:15,,onsite,14.97,0,14.97
15bcf8,2022-06-24 16:15:47,,onsite,10.77,0,10.77
8c25dd,2022-06-24 16:42:31,,onsite,9.77,0,9.77
becb3a,2022-06-24 16:43:39,,onsite,10.97,0,10.97
a00295,2022-06-24 16:57:51,e3faf8,carryout,19.96,3.0,22.96
8fbfea,2022-06-24 17:00:02,5d7d69,delivery,18.26,2.74,21.00
a102be,2022-06-24 17:04:14,,onsite,9.48,1.43,10.91
3d7862,2022-06-24 17:05:54,cb8c39,delivery,11.97,0,11.97
a9efa5,2022-06-24 17:06:55,a1e8d2,onsite,10.97,0,10.97
2e5a8e,2022-06-24 17:08:17,,carryout,39.92,5.99,45.91
aaee3e,2022-06-24 17:13:56,b9f0d2,delivery,14.27,0,14.27
017141,2022-06-24 17:15:07,,delivery,12.47,0,12.47
3c5fe2,2022-06-24 17:30:19,,onsite,9.77,0,9.77
